mcp_id,customer_name,email,phone,credit_limit,kyc_date,status,region,industry,country,zip_code,subscription_plan,signup_date,last_login,total_transactions,total_spent,preferred_category,loyalty_points,data
CUST3156,"Caldwell, Cole and Glover",singhjoseph@woodard.org,7840939504,34939,8/10/2022,inactive,Phillipstad,Retail,Timor-Leste,59924,Standard,4/23/2023,10/14/2025,171,10549.37,Electronics,4237,"{""preferred_contact"":""email""}"
CUST3157,Oliver-Ewing,qhoward@quinn-stephenson.com,7783760209,19244,1/13/2024,inactive,Darrellmouth,IT,Tunisia,64060,Premium,11/28/2023,2/15/2025,189,8897.75,Grocery,3111,"{""preferred_contact"":""email""}"
CUST3158,Harris-Rodriguez,merrittandrew@lewis.com,4038025805,10747,9/29/2024,inactive,Lake Shaneburgh,Energy,United Kingdom,65976,Standard,10/12/2024,8/6/2025,61,14278.1,Electronics,3922,"{""preferred_contact"":""email""}"
CUST3159,Stewart LLC,salinaslisa@clark-potter.com,3721208772,9112,5/19/2022,inactive,New Destiny,Agriculture,Russian Federation,7024,Standard,9/8/2025,10/12/2025,6,5745,Sports,3892,"{""preferred_contact"":""email""}"
CUST3160,Alvarez-Williams,kimberly33@curtis-frederick.com,3540227632,41400,3/24/2024,inactive,West Sandra,Energy,Azerbaijan,94851,Standard,1/18/2022,3/23/2022,82,16558.88,Electronics,1597,"{""preferred_contact"":""email""}"
CUST3161,Shepard-Nixon,vdougherty@mason.biz,7291823001,24634,4/19/2025,inactive,Lopezland,Logistics,Yemen,38547,Basic,2/4/2023,4/26/2023,164,113.39,Books,2385,"{""preferred_contact"":""email""}"
CUST3162,Williams Group,anthony99@park-choi.org,917120047,11466,11/18/2022,active,Coltonborough,Energy,Gambia,71600,Standard,11/26/2021,3/19/2023,99,2825.75,Sports,1458,"{""preferred_contact"":""email""}"
CUST3163,Snyder PLC,eburnett@hobbs.com,1135463381,35653,5/27/2021,active,Dianeville,Construction,Georgia,17731,Standard,3/10/2022,12/16/2023,145,5611.11,Books,2968,"{""preferred_contact"":""email""}"
CUST3164,Knapp Group,hollyhobbs@norris.com,6988660450,37174,8/7/2024,inactive,Pattersonview,Agriculture,Fiji,8156,Standard,11/18/2024,6/16/2025,45,2005.05,Sports,2544,"{""preferred_contact"":""email""}"
CUST3165,Brown-Thomas,michael30@lee.net,7593982217,36433,1/3/2024,active,Paulville,Agriculture,Burundi,52609,Premium,3/2/2025,8/8/2025,24,19174.55,Sports,4373,"{""preferred_contact"":""email""}"
CUST3166,Valenzuela Inc,anthonysutton@bruce.com,9784846365,18183,2/2/2024,active,Port Courtney,Manufacturing,Falkland Islands (Malvinas),35342,Standard,9/3/2021,5/3/2025,95,12336.37,Fashion,4137,"{""preferred_contact"":""email""}"
CUST3167,"Vang, Cline and Pineda",elijah55@murphy-leblanc.biz,999787300,43514,6/9/2022,inactive,Port Richardchester,Manufacturing,Samoa,11416,Premium,4/30/2021,8/9/2021,186,15923.98,Fashion,317,"{""preferred_contact"":""email""}"
CUST3168,"Chen, Scott and Morse",richardsonjose@robinson-gray.com,4307754591,23925,3/10/2023,inactive,South Jason,Energy,United States of America,87034,Standard,8/25/2021,6/23/2024,109,14517.92,Grocery,4611,"{""preferred_contact"":""email""}"
CUST3169,Garrett-Moore,janetwood@delgado-smith.net,1716538277,21730,11/23/2024,active,Leeland,Logistics,Canada,18432,Basic,8/10/2021,1/25/2023,27,10425.75,Sports,4710,"{""preferred_contact"":""email""}"
CUST3170,Russell-Harris,johnsonjeffrey@riley-gill.com,7640187043,47908,6/3/2021,active,South Sara,Construction,Turks and Caicos Islands,39829,Standard,3/19/2023,5/30/2025,101,1113.86,Grocery,2367,"{""preferred_contact"":""email""}"
CUST3171,Horton-Pruitt,clarkelindsay@sanford.com,4826985563,39318,7/2/2023,inactive,West Andre,Retail,Gambia,28795,Premium,5/31/2021,5/23/2024,135,7687.98,Electronics,2484,"{""preferred_contact"":""email""}"
CUST3172,Miles LLC,jaytaylor@schultz.com,7234537367,19493,10/23/2023,active,South Jilltown,Agriculture,Somalia,53559,Premium,11/8/2021,2/28/2024,161,8692.82,Grocery,852,"{""preferred_contact"":""email""}"
CUST3173,Keller-Giles,laurenmarshall@dorsey.com,136830934,5849,9/21/2023,active,Ruizport,Agriculture,Eritrea,17003,Standard,4/13/2025,5/9/2025,72,5001.47,Sports,382,"{""preferred_contact"":""email""}"
CUST3174,"Morris, Hall and Clark",cfrazier@good.biz,6645033044,38547,10/19/2023,inactive,New Richard,Retail,Netherlands,71147,Basic,3/7/2024,10/3/2024,154,2899.78,Fashion,4186,"{""preferred_contact"":""email""}"
CUST3175,"Herrera, Mcdonald and Barton",michaelbutler@harrison.com,4734548530,24635,9/19/2025,inactive,Williamport,Agriculture,Heard Island and McDonald Islands,47541,Premium,11/9/2021,9/21/2022,96,14656.81,Sports,1150,"{""preferred_contact"":""email""}"
CUST3176,Horton-Crawford,michael41@fox.com,7853516357,39375,5/22/2024,inactive,Lake Anna,Construction,Jamaica,47128,Standard,4/16/2025,10/6/2025,60,6966.81,Books,3014,"{""preferred_contact"":""email""}"
CUST3177,"Daniels, Wilson and Jacobs",michaelsantos@reeves.com,4664965973,40335,8/26/2024,active,Christopherside,Manufacturing,Peru,52889,Standard,11/9/2021,10/16/2022,155,12662.87,Fashion,3720,"{""preferred_contact"":""email""}"
CUST3178,"Sims, Allen and French",william74@garcia.com,1538343193,20372,3/26/2024,inactive,East Jillianside,Retail,Jordan,47175,Premium,9/8/2024,4/28/2025,77,19759.09,Electronics,1769,"{""preferred_contact"":""email""}"
CUST3179,"Webb, Koch and Cervantes",samantha42@le.biz,3641382439,13008,1/1/2024,active,Coreyborough,Energy,United States of America,32291,Premium,1/2/2022,9/22/2025,122,1661,Books,999,"{""preferred_contact"":""email""}"
CUST3180,"Anderson, Wall and Williams",katherinerodriguez@smith-clayton.com,1892756781,32307,12/11/2023,inactive,Lake Michellebury,Manufacturing,Wallis and Futuna,76305,Standard,11/12/2021,1/11/2023,86,3641.63,Sports,2981,"{""preferred_contact"":""email""}"
CUST3181,"Vang, Snow and Hudson",istanley@delgado.com,1177572788,31273,2/1/2024,active,Hallstad,Energy,Lithuania,1785,Basic,8/11/2021,9/5/2025,42,19210.87,Books,4446,"{""preferred_contact"":""email""}"
CUST3182,Davis and Sons,david65@elliott.com,2395570885,11922,12/16/2024,active,Loganmouth,IT,French Southern Territories,16652,Standard,10/28/2020,1/12/2021,191,16890.87,Electronics,930,"{""preferred_contact"":""email""}"
CUST3183,"Perez, Chandler and Suarez",jamesrobert@pena-manning.com,1549342157,27930,7/2/2023,active,Josephfurt,Retail,Ireland,12892,Standard,10/19/2024,11/15/2024,8,11548.64,Grocery,3815,"{""preferred_contact"":""email""}"
CUST3184,Boyd Inc,kirk81@rivers-parsons.com,9212322834,16415,10/28/2023,active,New Kevinport,Energy,Nauru,40704,Premium,3/16/2025,7/28/2025,41,7999.76,Electronics,350,"{""preferred_contact"":""email""}"
CUST3185,"Evans, Reyes and Cruz",joel69@johnson.com,3993570429,35022,6/23/2024,active,Millerland,Logistics,Latvia,33328,Basic,12/20/2020,3/13/2023,136,301.76,Fashion,744,"{""preferred_contact"":""email""}"
CUST3186,Cortez-Armstrong,tammy47@collins.com,856370991,12361,12/12/2021,active,North Chad,Logistics,Australia,22711,Basic,1/14/2023,5/21/2025,29,16445.26,Sports,2871,"{""preferred_contact"":""email""}"
CUST3187,Williams-Webster,robinmoore@jones-williams.com,722677733,9572,9/22/2023,inactive,Amberville,Retail,Equatorial Guinea,17523,Premium,9/9/2024,12/29/2024,156,16468.97,Fashion,105,"{""preferred_contact"":""email""}"
CUST3188,Gray-Jimenez,sara91@rowe-lopez.com,3815394339,18296,10/15/2024,active,Jamesfurt,Energy,Lao People's Democratic Republic,49934,Premium,5/13/2025,9/9/2025,188,17104.65,Grocery,1270,"{""preferred_contact"":""email""}"
CUST3189,Walsh LLC,robertsjames@frank.com,5776208256,29491,6/17/2022,inactive,Carlborough,Agriculture,Iran,9281,Standard,12/14/2020,6/9/2022,157,5644.55,Fashion,4417,"{""preferred_contact"":""email""}"
CUST3190,Morgan-Ross,amberdiaz@baker.com,5544280809,17932,8/5/2025,active,East Yolanda,Logistics,Estonia,18414,Premium,10/25/2020,8/11/2022,113,6714.62,Books,4181,"{""preferred_contact"":""email""}"
CUST3191,Garcia-Ayers,lpatel@love.com,6018217161,29146,6/22/2023,inactive,Johnsonport,IT,Nigeria,82922,Standard,2/21/2024,4/22/2024,49,16812.18,Fashion,719,"{""preferred_contact"":""email""}"
CUST3192,Smith Group,nataliesmith@mills-hammond.org,3265657017,40004,2/11/2022,active,Rileyborough,Retail,Sierra Leone,19638,Standard,10/12/2022,2/7/2024,101,722.77,Grocery,175,"{""preferred_contact"":""email""}"
CUST3193,"Williams, Gibson and Hamilton",nbrown@garcia.com,60616973,18264,2/21/2025,inactive,East Hectorton,IT,Kazakhstan,31814,Standard,8/8/2025,8/10/2025,65,10723.08,Fashion,799,"{""preferred_contact"":""email""}"
CUST3194,Rivas-Garcia,stephanie91@sutton-scott.org,1358619694,28761,6/1/2025,inactive,East Shawnport,IT,Solomon Islands,89414,Premium,6/2/2021,8/15/2024,22,440.39,Books,4178,"{""preferred_contact"":""email""}"
CUST3195,Johnson-Arellano,danamorris@ferrell.com,8076774304,7927,4/3/2021,inactive,Mitchellview,IT,Guatemala,67033,Premium,6/1/2025,6/30/2025,196,4080.35,Grocery,4856,"{""preferred_contact"":""email""}"
CUST3196,Whitaker-Bonilla,james96@bowen.net,4028640262,13415,3/28/2024,inactive,South Stephanieborough,IT,Vietnam,96342,Basic,8/27/2022,3/7/2024,73,15487.43,Fashion,2802,"{""preferred_contact"":""email""}"
CUST3197,"Walls, Brown and Smith",jonesangela@coleman.com,4480036583,27436,2/19/2021,active,North Brianborough,Construction,Moldova,84977,Standard,9/17/2021,5/29/2022,142,8654.48,Grocery,1551,"{""preferred_contact"":""email""}"
CUST3198,Hanson-Vang,angelahernandez@robertson.com,4068836736,32519,6/21/2022,active,Lake Jason,IT,South Georgia and the South Sandwich Islands,54989,Standard,7/17/2022,12/7/2022,172,12363.16,Sports,4044,"{""preferred_contact"":""email""}"
CUST3199,West-Booker,amanda44@williams.info,8553066793,28485,11/18/2020,active,East Kayla,IT,Kyrgyz Republic,20423,Basic,12/26/2021,9/20/2023,103,7751.58,Sports,1773,"{""preferred_contact"":""email""}"
CUST3200,"Cross, Hodges and Wright",fordsteven@smith-martinez.info,9535228355,32275,7/13/2022,active,Gregville,Agriculture,Pakistan,34539,Premium,12/18/2022,2/16/2025,80,15574.34,Fashion,927,"{""preferred_contact"":""email""}"
CUST3201,"Hicks, Foley and Norris",leslie23@lopez.com,7032223832,12607,12/5/2020,inactive,Wardbury,Energy,Greece,25557,Standard,3/8/2022,10/15/2024,69,18215.33,Grocery,3791,"{""preferred_contact"":""email""}"
CUST3202,Harrington Inc,basskyle@meyer.com,7870605963,31960,10/5/2025,inactive,Stephenbury,Logistics,Japan,73581,Premium,3/27/2021,4/7/2021,3,10429.11,Books,2761,"{""preferred_contact"":""email""}"
CUST3203,Greene and Sons,buchanandarryl@wheeler-gonzalez.net,3524964524,40423,6/1/2021,active,Henrychester,Logistics,Seychelles,52905,Standard,11/27/2024,12/7/2024,143,4959.66,Fashion,2003,"{""preferred_contact"":""email""}"
CUST3204,Garcia and Sons,emilybrown@jones.com,262650647,12024,4/20/2022,active,North Selena,Manufacturing,Bhutan,29529,Premium,4/4/2025,9/14/2025,1,12696.95,Sports,3793,"{""preferred_contact"":""email""}"
CUST3205,Hunt-Patterson,thomas63@cook.com,1385887596,30414,5/16/2022,active,Rowlandhaven,Logistics,Canada,8619,Standard,8/19/2024,4/28/2025,66,6263.57,Fashion,4733,"{""preferred_contact"":""email""}"
CUST3206,Adams-Gardner,lharris@smith-anderson.info,9172186406,21530,3/10/2021,active,Wilsonchester,Logistics,Wallis and Futuna,33349,Standard,3/19/2023,7/21/2024,156,9249.66,Sports,4416,"{""preferred_contact"":""email""}"
CUST3207,Mcclure Group,ojimenez@bradley.com,3511364728,29343,3/24/2023,active,Blairburgh,Logistics,El Salvador,31972,Basic,11/8/2022,3/20/2023,30,13350.27,Fashion,2332,"{""preferred_contact"":""email""}"
CUST3208,Yu LLC,wilsonmaurice@martinez.com,4269169188,20171,4/14/2024,inactive,West Angelamouth,Construction,Paraguay,92415,Basic,3/2/2024,1/27/2025,115,17647.96,Sports,4927,"{""preferred_contact"":""email""}"
CUST3209,Crawford-Chavez,bernarddiana@crawford.com,6842671998,10701,2/4/2022,inactive,Watsonport,Agriculture,Senegal,62244,Standard,12/28/2024,4/16/2025,63,19568.16,Sports,596,"{""preferred_contact"":""email""}"
CUST3210,Campbell Group,christopher90@graham.com,7830399810,15690,6/6/2021,active,Anthonymouth,Retail,Falkland Islands (Malvinas),83300,Standard,3/18/2025,9/11/2025,19,9485.99,Books,4385,"{""preferred_contact"":""email""}"
CUST3211,"Sanders, Hall and Montgomery",bishopamanda@turner.com,7830410937,34712,1/1/2024,active,Michelleport,Logistics,Guatemala,21575,Basic,10/9/2025,10/10/2025,49,14457.33,Sports,3224,"{""preferred_contact"":""email""}"
CUST3212,Holden-Castro,wthompson@williams.biz,3932155219,28211,8/10/2021,inactive,Nicholsville,Energy,Tonga,73396,Basic,9/16/2021,8/11/2025,113,17021.87,Grocery,2092,"{""preferred_contact"":""email""}"
CUST3213,Blankenship-Brown,howellmelanie@mcpherson.com,2973879138,9558,3/10/2025,inactive,South Dalton,Logistics,Argentina,52218,Basic,8/4/2022,1/29/2025,47,18511.8,Electronics,3054,"{""preferred_contact"":""email""}"
CUST3214,"Gray, Terry and Smith",fmartin@freeman.com,7337793010,9648,2/24/2021,inactive,North John,Retail,Palestinian Territory,58388,Basic,8/29/2022,8/1/2025,49,3578.99,Fashion,3770,"{""preferred_contact"":""email""}"
CUST3215,"Morris, Moreno and Singh",waynemurphy@brown.net,3263454783,45468,1/11/2022,active,Terrellfort,Manufacturing,New Caledonia,44903,Premium,9/18/2022,7/24/2025,27,19843.93,Grocery,1830,"{""preferred_contact"":""email""}"
CUST3216,Hernandez Ltd,gonzalezanthony@walter.org,3360606258,33095,1/28/2023,inactive,New Bradview,Retail,Northern Mariana Islands,60248,Standard,3/25/2021,4/8/2023,19,2954.61,Books,3168,"{""preferred_contact"":""email""}"
CUST3217,Murphy Inc,allen76@roberts-cooper.com,943443098,39051,9/11/2021,inactive,Lake Vincent,Manufacturing,Zambia,45781,Basic,3/30/2025,3/31/2025,199,2085.38,Electronics,4322,"{""preferred_contact"":""email""}"
CUST3218,"Terry, Rivera and Bailey",ugarcia@curtis-adams.com,4287101613,19887,2/7/2025,active,Port Autumn,Logistics,Israel,46265,Standard,5/31/2021,6/9/2023,126,17424.25,Books,4032,"{""preferred_contact"":""email""}"
CUST3219,Spencer-Richardson,cortezkimberly@skinner.net,4751029226,36063,3/2/2025,inactive,South Amanda,Retail,Peru,96260,Premium,4/5/2025,8/6/2025,6,16648.38,Sports,2324,"{""preferred_contact"":""email""}"
CUST3220,Marquez LLC,erinjohnson@burch-brown.net,1179990086,7344,11/12/2021,active,Olivialand,IT,Australia,50032,Standard,6/8/2023,10/13/2023,44,7943.33,Electronics,3262,"{""preferred_contact"":""email""}"
CUST3221,Kelly-Larson,zmitchell@holmes.com,5901071885,22980,1/19/2023,inactive,Brianport,Energy,Philippines,81670,Standard,10/2/2025,10/17/2025,19,2589.18,Electronics,3571,"{""preferred_contact"":""email""}"
CUST3222,Ortiz Inc,richardcrawford@lee.org,1065287504,17610,7/21/2021,active,East Deanfurt,Manufacturing,United States of America,94694,Standard,2/4/2024,10/12/2025,47,10372.9,Grocery,2958,"{""preferred_contact"":""email""}"
CUST3223,Mitchell-Foster,fbennett@parker.net,8300076123,6585,10/3/2023,inactive,Parkerton,Agriculture,Andorra,56103,Basic,8/11/2021,11/4/2022,110,7762.36,Sports,1296,"{""preferred_contact"":""email""}"
CUST3224,"Armstrong, Miller and Mason",marissagomez@fletcher-myers.com,450203322,32773,11/3/2021,inactive,East Brookeborough,Manufacturing,Vietnam,74797,Standard,5/9/2025,7/1/2025,71,6573.01,Fashion,4359,"{""preferred_contact"":""email""}"
CUST3225,"Burch, Taylor and Smith",mollywagner@bradley.info,9494522599,8833,8/11/2024,inactive,Jessicaport,Manufacturing,Rwanda,54524,Basic,8/16/2023,3/11/2025,14,7874.6,Fashion,3587,"{""preferred_contact"":""email""}"
CUST3226,Chapman Ltd,reedrichard@kennedy-vargas.com,6227972636,42157,10/18/2025,active,East Sheilamouth,Logistics,British Indian Ocean Territory (Chagos Archipelago),12919,Standard,1/12/2021,3/20/2023,80,6878.76,Sports,3881,"{""preferred_contact"":""email""}"
CUST3227,Lee-Acevedo,sarahsmith@mendoza.com,851122353,30841,4/2/2024,inactive,Sharonmouth,Energy,Maldives,38491,Premium,5/24/2021,2/20/2023,15,754.72,Sports,1320,"{""preferred_contact"":""email""}"
CUST3228,Price-Krueger,tannerlong@rodriguez.info,7972548528,30021,11/14/2021,active,Andrewsburgh,Energy,Sri Lanka,94497,Premium,11/23/2022,11/12/2024,2,7508.65,Electronics,4769,"{""preferred_contact"":""email""}"
CUST3229,"Cox, Orozco and Carlson",fmalone@schmidt.org,5989109781,49626,8/14/2023,inactive,Collinhaven,Manufacturing,Tajikistan,16725,Standard,8/16/2024,10/3/2024,84,14909.21,Books,3831,"{""preferred_contact"":""email""}"
CUST3230,"Kelley, Woods and Boyd",xchambers@kaufman.biz,8494132670,31507,1/15/2025,inactive,East Maria,Logistics,Italy,93021,Premium,2/22/2022,10/12/2025,110,6570.21,Sports,637,"{""preferred_contact"":""email""}"
CUST3231,"Reeves, Jennings and Austin",robin52@martin.com,4192061875,25266,1/11/2023,inactive,Christopherview,Logistics,Korea,94130,Basic,12/29/2022,11/2/2023,130,912.33,Sports,4588,"{""preferred_contact"":""email""}"
CUST3232,Henderson-Johnson,phillip60@phillips.org,4687826427,44752,8/31/2022,inactive,North James,Retail,Greenland,8386,Standard,7/1/2025,8/5/2025,170,15885.09,Books,4637,"{""preferred_contact"":""email""}"
CUST3233,"Frederick, Smith and Brooks",davisrobin@gutierrez-malone.com,5797769319,35806,7/8/2022,inactive,Lauraview,Agriculture,Burkina Faso,78488,Standard,8/31/2022,11/15/2022,37,18560.93,Sports,131,"{""preferred_contact"":""email""}"
CUST3234,"Nunez, Blake and Marquez",daniel76@campbell-pierce.com,8870606512,28460,12/5/2021,active,Stephanieborough,Retail,Vanuatu,49822,Standard,1/29/2025,9/18/2025,77,14709.08,Fashion,1132,"{""preferred_contact"":""email""}"
CUST3235,Smith Ltd,williamswayne@moreno.com,6953764653,35956,1/21/2025,inactive,East Jonathan,Retail,Italy,47627,Premium,10/24/2023,11/18/2023,10,6161.59,Sports,748,"{""preferred_contact"":""mobile""}"
CUST3236,"Miller, Sanchez and Alvarez",jasonyu@williams.com,4438367923,38779,8/1/2025,inactive,South Staceymouth,Manufacturing,Honduras,38377,Premium,10/11/2023,3/2/2024,167,17300.44,Grocery,4953,"{""preferred_contact"":""email""}"
CUST3237,"Sanders, Armstrong and Reid",higginsanthony@johnson-cooper.com,6249371128,46214,2/19/2025,inactive,New Reginaland,Manufacturing,Faroe Islands,58932,Standard,9/14/2022,3/21/2024,27,18509.95,Fashion,3761,"{""preferred_contact"":""email""}"
CUST3238,Bryant-Hicks,brandi28@bauer.info,5533176590,8729,8/23/2022,inactive,Mcconnellhaven,Agriculture,Belarus,5303,Premium,4/6/2024,5/9/2024,112,7992.79,Fashion,1848,"{""preferred_contact"":""email""}"
CUST3239,Flynn Group,ehernandez@mcdonald.biz,4411230258,40672,5/11/2025,active,Phillipstown,Construction,Paraguay,21989,Premium,5/31/2021,5/23/2025,64,2090.12,Fashion,2069,"{""preferred_contact"":""email""}"
CUST3240,Rogers Inc,rparks@thompson.biz,8749955362,17690,6/28/2024,inactive,West Ryan,IT,Andorra,6861,Premium,3/30/2021,1/3/2023,60,1442.85,Grocery,390,"{""preferred_contact"":""email""}"
CUST3241,Smith-Leach,williamsryan@rogers.info,2236291648,12702,11/5/2022,inactive,Lake Krystalland,Retail,Eritrea,78239,Basic,12/14/2024,5/3/2025,134,11487.87,Books,1491,"{""preferred_contact"":""email""}"
CUST3242,Johnson-Aguirre,brockjoseph@brown-burns.com,4580778932,11444,10/29/2021,active,South Sheila,Logistics,Albania,83709,Standard,3/11/2022,8/27/2022,88,8406.7,Sports,2000,"{""preferred_contact"":""email""}"
CUST3243,"Rogers, West and Myers",jcrawford@parker.biz,7907256041,13699,8/20/2025,inactive,Forbesport,Energy,United Kingdom,37607,Premium,11/8/2024,12/8/2024,140,6491.83,Sports,1712,"{""preferred_contact"":""email""}"
CUST3244,"Nguyen, Lopez and Gregory",osborndawn@weber.net,2576224673,14832,12/9/2022,inactive,Michelleview,Energy,Timor-Leste,63280,Standard,2/18/2025,4/15/2025,193,1654.96,Electronics,2094,"{""preferred_contact"":""email""}"
CUST3245,Ramos and Sons,yangmathew@avery-hancock.com,4987523486,19098,1/31/2025,active,Smithhaven,Construction,Congo,48082,Basic,5/11/2022,9/14/2025,169,14232.41,Electronics,3122,"{""preferred_contact"":""email""}"
CUST3246,"Ramirez, Smith and Lutz",davischelsea@blair.biz,7120391931,26226,10/19/2021,inactive,Johnside,Agriculture,Belgium,9378,Premium,12/8/2024,6/19/2025,123,19349.65,Fashion,4596,"{""preferred_contact"":""email""}"
CUST3247,Graham Ltd,jennifer59@sullivan.com,8221868127,35909,4/16/2024,active,North Destiny,IT,Argentina,62963,Basic,1/31/2021,11/8/2024,154,1826.81,Books,1609,"{""preferred_contact"":""email""}"
CUST3248,Smith Inc,kathycantrell@jackson.com,4258715603,43144,8/29/2022,active,North Franklin,Agriculture,Israel,57480,Standard,1/7/2022,11/16/2024,160,19550.36,Grocery,4798,"{""preferred_contact"":""email""}"
CUST3249,Mason Group,heathertrevino@hall-meyer.net,7119263515,32849,6/18/2022,inactive,Petersonshire,IT,Costa Rica,43424,Basic,12/29/2021,2/6/2024,56,11349.64,Grocery,2917,"{""preferred_contact"":""email""}"
CUST3250,"Horton, Harrison and Ware",nlewis@johnson.com,6104674663,16608,9/16/2021,active,East Philipchester,Manufacturing,Bangladesh,7299,Premium,9/23/2023,12/5/2024,1,3595.63,Grocery,4109,"{""preferred_contact"":""email""}"
CUST3251,Tapia-Sanders,david18@burton-gomez.biz,6982633381,49691,7/10/2025,inactive,South Maria,Energy,Chad,47850,Standard,2/9/2025,2/11/2025,157,18623.19,Electronics,167,"{""preferred_contact"":""email""}"
CUST3252,Martinez-Rodriguez,gonzalesdaniel@zamora.com,5967582187,16408,9/6/2025,inactive,Thompsonfurt,Energy,Botswana,88804,Premium,10/26/2024,6/15/2025,7,7469.77,Books,3654,"{""preferred_contact"":""email""}"
CUST3253,"Murray, Nelson and Hodge",ramseydeborah@ross.org,7306116942,25146,12/18/2022,inactive,West Adamtown,Construction,Benin,56097,Premium,6/9/2022,7/21/2025,118,13324.81,Sports,827,"{""preferred_contact"":""email""}"
CUST3254,Fernandez-Pham,katelyn38@petty-hudson.com,9934150987,40295,2/15/2024,active,South Eric,Energy,Ireland,75954,Standard,11/7/2024,6/11/2025,172,13576.94,Electronics,1805,"{""preferred_contact"":""email""}"
CUST3255,Levy-Bolton,kristinawilliams@ramirez.info,5541477174,44457,10/26/2020,inactive,Monroefurt,IT,Saint Vincent and the Grenadines,15754,Basic,7/28/2025,9/15/2025,198,8397.62,Sports,3209,"{""preferred_contact"":""email""}"
CUST3256,"Gordon, Dean and Hale",zjordan@calhoun.com,725287499,29365,5/2/2022,active,Port Kennethtown,Manufacturing,Norfolk Island,1191,Standard,12/27/2020,5/5/2023,78,19546.21,Sports,2983,"{""preferred_contact"":""email""}"
CUST3257,Byrd-Hill,jefffarmer@cole.com,4994134141,38113,7/31/2024,active,Jeremychester,Energy,Burkina Faso,86602,Standard,4/16/2025,10/19/2025,67,6163.77,Electronics,3870,"{""preferred_contact"":""email""}"
CUST3258,Castillo Inc,danielharris@jones.org,8881303896,33117,5/22/2025,inactive,New Sharon,Energy,Montserrat,51060,Premium,3/14/2024,11/16/2024,52,19239.39,Books,3610,"{""preferred_contact"":""email""}"
CUST3259,Brown-Welch,allisondawson@adams.com,545448311,9695,8/29/2021,inactive,Michaelberg,Construction,Netherlands Antilles,9864,Basic,2/23/2023,7/28/2024,89,8165.22,Electronics,1580,"{""preferred_contact"":""email""}"
CUST3260,Montgomery and Sons,kduffy@adams.com,2764467591,25100,6/17/2024,inactive,South Makayla,IT,Anguilla,36650,Basic,11/12/2021,1/19/2022,99,11521.79,Fashion,3546,"{""preferred_contact"":""email""}"
CUST3261,Barnes LLC,melanie68@stein.com,6327552887,17014,1/21/2023,inactive,Christopherview,Manufacturing,Saint Lucia,6452,Premium,12/22/2021,3/9/2022,94,19709.22,Grocery,1857,"{""preferred_contact"":""email""}"
CUST3262,Green PLC,jenniferchen@cook.info,5851585638,19666,3/26/2022,active,Markton,IT,British Indian Ocean Territory (Chagos Archipelago),73576,Standard,3/13/2025,9/21/2025,70,14959.22,Fashion,1157,"{""preferred_contact"":""email""}"
CUST3263,Wilson-Patterson,colleenking@mccarthy.biz,1236664829,8525,9/5/2023,inactive,Port Christophershire,Construction,Maldives,57541,Basic,2/23/2024,7/21/2024,66,19975.81,Fashion,4183,"{""preferred_contact"":""email""}"
CUST3264,"Kennedy, White and Graham",romerojeffrey@jones.com,3408556717,5091,5/26/2021,active,Palmerchester,Manufacturing,Sudan,52228,Basic,2/3/2024,4/18/2025,188,1663.13,Fashion,4563,"{""preferred_contact"":""email""}"
CUST3265,Marshall LLC,dixonjason@graham-palmer.com,2604448218,46630,4/9/2025,active,Lake Pennyville,Retail,Bouvet Island (Bouvetoya),42615,Standard,11/27/2021,7/22/2022,157,14837.57,Electronics,4400,"{""preferred_contact"":""email""}"
CUST3266,Rasmussen-Harris,antonio40@williams.com,4556552620,5665,3/5/2025,inactive,Kyletown,IT,Turkmenistan,81649,Basic,4/25/2024,5/13/2025,84,2224.81,Grocery,247,"{""preferred_contact"":""email""}"
CUST3267,Garcia-Sanders,dcowan@farley-byrd.com,1553779375,16374,11/19/2020,inactive,Smithtown,Agriculture,Kyrgyz Republic,43101,Basic,4/4/2025,7/27/2025,98,1998.52,Grocery,4515,"{""preferred_contact"":""email""}"
CUST3268,"Vega, Cross and Brooks",cynthia79@fisher.org,2650475322,11984,9/21/2024,inactive,Lake Kaitlyntown,Agriculture,Faroe Islands,97721,Basic,12/7/2024,6/13/2025,2,13654.1,Electronics,2574,"{""preferred_contact"":""email""}"
CUST3269,"Hoover, Sellers and Roberts",summersmelissa@melton.com,8273196024,26258,4/21/2024,active,East Kaitlin,Energy,Tuvalu,58637,Basic,5/2/2024,8/11/2024,51,7166.19,Grocery,2019,"{""preferred_contact"":""email""}"
CUST3270,Young-Snyder,lowedavid@reynolds.org,8971067817,5104,3/13/2021,active,New Anthonyborough,Construction,Oman,30293,Premium,10/23/2020,7/18/2021,153,164.02,Books,524,"{""preferred_contact"":""email""}"
CUST3271,Reese-Graves,johnalexander@williams.com,5710570940,46575,2/5/2021,active,South Chelsea,Agriculture,Ghana,80540,Basic,8/26/2023,3/30/2024,163,1117.73,Books,1967,"{""preferred_contact"":""email""}"
CUST3272,"Jimenez, Sullivan and Wilson",fullerjason@mack.info,1492304139,34412,10/26/2021,inactive,Perezport,Retail,Latvia,91681,Basic,3/5/2022,10/8/2024,110,7261.04,Grocery,3149,"{""preferred_contact"":""email""}"
